Num,Ticker,Name,Data FX,FY 2002,FY 2003,FY 2004,FY 2005,FY 2006,FY 2007,FY 2008,FY 2009,FY 2010,FY 2011,FY 2012,FY 2013,FY 2014,FY 2015,FY 2016,FY 2017,FY 2018,FY 2019,FY 2020,FY 2021,FY 2022,FY 2023,,,,,,,,,,,,,,,,,,,,,,,,,,,
141,CIP AU Equity,CENTURIA INDUSTRIAL REIT,AUD,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,284.81099999999998,355.54599999999999,347.12799999999999,365.87900000000002,623.20000000000005,923.26800000000003,921.48099999999999,1096.8989999999999,1250.2429999999999,1635.7840000000001,3105.8589999999999,4148.0320000000002,3906.7890000000002,,,,,,,,,,,,,,,,,,,,,,,,,,,
142,CQR AU Equity,CHARTER HALL RETAIL REIT,AUD,663.35900000000004,1017.891,1357.383,2556.674,3062.9,3580,3676,2125.6999999999998,1955.1,1905.4,1944.6,2057.1,2065,2103.6999999999998,2449,2707.2,2769.5,2908.3,3110.1,3341,4045,4099.5,,,,,,,,,,,,,,,,,,,,,,,,,,,
143,CMM AU Equity,CAPRICORN METALS LTD,AUD,#N/A,#N/A,#N/A,#N/A,#N/A,1.3112999999999999,16.780999999999999,9.0091000000000001,7.6330999999999998,8.4550000000000001,11.347799999999999,8.0066000000000006,8.5291999999999994,7.5674999999999999,25.480399999999999,31.9238,37.388399999999997,26.283999999999999,124.486,299.59500000000003,448.512,536.48500000000001,,,,,,,,,,,,,,,,,,,,,,,,,,,
144,TAH AU Equity,TABCORP HOLDINGS LTD,AUD,2413.6779999999999,2399.5010000000002,4345.866,6773,6755.2997999999998,6726.5,6121.7,6339.4,6457.7,2838.5,3249.2,3144.6,3105.1,3384,3302.8,3740.9,12940.8,13623.1,12416,11867.8,4048.7,4052.4,,,,,,,,,,,,,,,,,,,,,,,,,,,
145,OGC CN Equity,OCEANAGOLD CORP,AUD,#N/A,#N/A,#N/A,328.49509999999998,791.23299999999995,921.57180000000005,893.98329999999999,877.37360000000001,690.27070000000003,797.30380000000002,993.60109999999997,1004.6219,1125.7759000000001,2117.7737000000002,2654.4548,2618.8044,2875.1952000000001,2950.1707999999999,2928.6457,3104.0264000000002,3359.1435999999999,#N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,
146,JLG AU Equity,JOHNS LYNG GROUP LTD,AUD,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,92.825199999999995,83.7363,74.742999999999995,96.632000000000005,143.495,229.399,248.36500000000001,640.08199999999999,785.48199999999997,,,,,,,,,,,,,,,,,,,,,,,,,,,
147,BGL AU Equity,BELLEVUE GOLD LTD,AUD,#N/A,#N/A,#N/A,1.0646,1.7054,1.6653,0.90239999999999998,0.95950000000000002,1.0043,1.159,15.289400000000001,6.3951000000000002,2.3969999999999998,1.9024000000000001,2.0160999999999998,6.6055000000000001,22.262799999999999,58.844200000000001,106.741,242.00399999999999,369.61900000000003,629.65099999999995,,,,,,,,,,,,,,,,,,,,,,,,,,,
148,EVT AU Equity,EVT LTD,AUD,753.673,717.37699999999995,744.85900000000004,750.58500000000004,803.82799999999997,826.22299999999996,752.53399999999999,838.47799999999995,988.55200000000002,1078.875,1088.2249999999999,1202.316,1238.4179999999999,1337.1020000000001,1489.7670000000001,1636.326,1730.579,1786.404,2631.8710000000001,2668.58,2619.9569999999999,2720.7860000000001,,,,,,,,,,,,,,,,,,,,,,,,,,,
149,NUF AU Equity,NUFARM LTD,AUD,1326.222,1357.8140000000001,1431.578,1748.731,1919.9480000000001,2438.9110000000001,3213.88,3251.5970000000002,3093.8420000000001,2837.8359999999998,2801.268,3371.6689999999999,3171.4459999999999,3574.1880000000001,3461.1379999999999,3644.8879999999999,5051.3670000000002,5683.7749999999996,4535.1689999999999,4372.0550000000003,4659.098,#N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,
150,LIC AU Equity,LIFESTYLE COMMUNITIES LTD,AUD,60.631,33.494999999999997,21.766999999999999,5.8540999999999999,9.0617000000000001,29.340199999999999,46.665399999999998,49.475999999999999,62.681100000000001,92.821399999999997,111.0245,139.52440000000001,156.48910000000001,179.64699999999999,222.47219999999999,266.1173,358.2158,465.78399999999999,596.65300000000002,781.27599999999995,1006.211,1191.44,,,,,,,,,,,,,,,,,,,,,,,,,,,
151,IPH AU Equity,IPH LTD,AUD,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,27.425999999999998,72.593999999999994,297.98,287.03100000000001,367.89,414.89600000000002,739.10799999999995,674.68700000000001,688.41700000000003,1196.625,,,,,,,,,,,,,,,,,,,,,,,,,,,
152,KLS AU Equity,KELSIAN GROUP LTD,AUD,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,34.618200000000002,50.091200000000001,65.874200000000002,64.544300000000007,86.746399999999994,90.015000000000001,252.601,239.46299999999999,300.55900000000003,301.47899999999998,1389.8219999999999,1359.4390000000001,1423.586,2178.0659999999998,,,,,,,,,,,,,,,,,,,,,,,,,,,
153,EMR AU Equity,EMERALD RESOURCES NL,AUD,2.2000000000000001E-3,4.8150000000000004,5.3697999999999997,9.9114000000000004,7.798,3.8188,29.494800000000001,41.365400000000001,14.0304,13.465999999999999,18.109400000000001,18.1098,47.098799999999997,35.584200000000003,54.414700000000003,210.61199999999999,250.11,442.80200000000002,492.99,#N/A,#N/A,#N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,
154,PSI AU Equity,PSC INSURANCE GROUP LTD,AUD,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,113.85980000000001,141.11060000000001,401.75130000000001,512.2903,515.76300000000003,671.56600000000003,366.15,662.28200000000004,888.86400000000003,976.82899999999995,1080.4649999999999,,,,,,,,,,,,,,,,,,,,,,,,,,,
155,INA AU Equity,INGENIA COMMUNITIES GROUP,AUD,#N/A,#N/A,120.755,550.14099999999996,911.42700000000002,879.24699999999996,632.44600000000003,494.27800000000002,420.65699999999998,458.46100000000001,459.57400000000001,574.92399999999998,645.30700000000002,766.81899999999996,748.15599999999995,825.84100000000001,952.88699999999994,1092.854,1354.3889999999999,2183.0410000000002,2378.1309999999999,#N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,
156,PNI AU Equity,PINNACLE INVESTMENT MANAGEME,AUD,#N/A,#N/A,#N/A,#N/A,119.899,231.791,191.303,1007.694,798.68700000000001,378.14299999999997,116.265,86.72,76.034999999999997,63.959000000000003,58.412999999999997,81.751999999999995,104.899,186.75800000000001,238.63300000000001,366.2,536.75800000000004,552.63599999999997,,,,,,,,,,,,,,,,,,,,,,,,,,,
157,GMD AU Equity,GENESIS MINERALS LTD,AUD,#N/A,#N/A,#N/A,#N/A,#N/A,0.28179999999999999,1.1656,0.29509999999999997,0.2296,1.5774999999999999,2.0716000000000001,1.1231,1.2562,0.1242,0.7873,5.2907999999999999,5.1981000000000002,2.6802999999999999,15.7699,34.6678,38.7378,1016.496,,,,,,,,,,,,,,,,,,,,,,,,,,,
158,SGR AU Equity,STAR ENTERTAINMENT GRP LTD/T,AUD,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,3468.8,3891.5,4682.1000000000004,4345.6000000000004,4218.2,4391.3999999999996,4595.3999999999996,5015.3,5270.8,5583.7,5662.6,5373.3,5271.4,3260.3,,,,,,,,,,,,,,,,,,,,,,,,,,,
159,GNC AU Equity,GRAINCORP LTD-A,AUD,627.08000000000004,605.98,897.54300000000001,830.21100000000001,968.10799999999995,1138.827,1098.287,1083.7529999999999,2130.1990000000001,2635.2,2785.2,3174,3333.2,3673.7,3575.8,3598.4,3974.7,3875.6,2002.1,2697.5,3345,#N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,
160,AZS AU Equity,AZURE MINERALS LTD,AUD,#N/A,#N/A,16.723400000000002,12.604699999999999,3.8761999999999999,1.1862999999999999,1.9865999999999999,2.3517000000000001,6.6284000000000001,7.1143000000000001,2.7416999999999998,5.3737000000000004,5.6928000000000001,7.9076000000000004,17.052700000000002,17.003499999999999,15.5191,7.1576000000000004,9.2158999999999995,47.228400000000001,28.2699,34.875300000000003,,,,,,,,,,,,,,,,,,,,,,,,,,,
161,BOE AU Equity,BOSS ENERGY LTD,AUD,#N/A,#N/A,#N/A,#N/A,#N/A,3.4950000000000001,10.325100000000001,3.3523999999999998,1.3505,28.0746,19.927399999999999,8.1546000000000003,7.5225,6.3909000000000002,25.950099999999999,27.9483,29.928000000000001,29.6967,21.7074,94.933400000000006,248.17850000000001,248.17850000000001,,,,,,,,,,,,,,,,,,,,,,,,,,,
162,MP1 AU Equity,MEGAPORT LTD,AUD,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,21.4499,40.844200000000001,92.156599999999997,126.94499999999999,247.095,220.56299999999999,220.38399999999999,202.226,,,,,,,,,,,,,,,,,,,,,,,,,,,
163,MAQ AU Equity,MACQUARIE TECHNOLOGY GROUP L,AUD,119.691,108.63800000000001,105.98099999999999,107.34399999999999,98.179000000000002,96.962999999999994,92.509,95.986999999999995,111.628,118.309,128.00899999999999,140.50299999999999,146.233,135.709,119.82899999999999,133.226,143.685,161.26900000000001,324.274,422.02699999999999,472.57400000000001,541.48800000000006,,,,,,,,,,,,,,,,,,,,,,,,,,,
164,GUD AU Equity,G.U.D. HOLDINGS LTD,AUD,229.345,232.37200000000001,254.74199999999999,243.59899999999999,276.37900000000002,322.33800000000002,302.26900000000001,303.41300000000001,339.6,501.30500000000001,428.822,421.69799999999998,443.02,515.34299999999996,618.16600000000005,461.298,500.36500000000001,555.58600000000001,643.59400000000005,818.90200000000004,1882.8810000000001,1792.9280000000001,,,,,,,,,,,,,,,,,,,,,,,,,,,
165,UMG AU Equity,UNITED MALT GRP LTD,AUD,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,1886.8,1988.4,2236.1,#N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,
166,GOZ AU Equity,GROWTHPOINT PROPERTIES AUSTR,AUD,#N/A,#N/A,#N/A,#N/A,#N/A,1120.2550000000001,863.44299999999998,671.62699999999995,774.82799999999997,1190.1099999999999,1607.0820000000001,1680.3979999999999,2128.779,2407.1469999999999,2879.605,3328.3719999999998,3474.569,4117.8999999999996,4500.7,4777.8,5499.8,5210.8,,,,,,,,,,,,,,,,,,,,,,,,,,,
167,HMC AU Equity,HMC CAPITAL LTD,AUD,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,1277.8,982.41200000000003,912.95,1344.816,,,,,,,,,,,,,,,,,,,,,,,,,,,
168,CGC AU Equity,COSTA GROUP HOLDINGS LTD,AUD,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,480.08980000000003,498.27170000000001,527.61300000000006,568.50900000000001,648.23099999999999,936.95899999999995,1289.038,1305.3330000000001,2003.115,2057.5889999999999,#N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,
169,CDA AU Equity,CODAN LTD,AUD,80.995000000000005,94.048000000000002,95.105999999999995,105.73,104.58,94.906000000000006,156.81299999999999,162.56399999999999,163.238,147.42599999999999,170.28299999999999,211.53800000000001,212.429,208.66900000000001,212.46600000000001,232.67500000000001,254.30199999999999,274.31700000000001,351.56599999999997,503.55900000000003,590.93200000000002,693.30100000000004,,,,,,,,,,,,,,,,,,,,,,,,,,,
170,KAR AU Equity,KAROON ENERGY LTD,AUD,#N/A,#N/A,4.7683999999999997,16.373699999999999,33.2605,83.700100000000006,139.36070000000001,346.37029999999999,375.91230000000002,622.27340000000004,612.08180000000004,945.94389999999999,800.31259999999997,1095.3398,917.18730000000005,806.56979999999999,594.92060000000004,457.82299999999998,579.31569999999999,1352.4822999999999,1684.2289000000001,1784.9753000000001,,,,,,,,,,,,,,,,,,,,,,,,,,,
171,WPR AU Equity,WAYPOINT REIT,AUD,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,2173.328,2338.1289999999999,2511.0079999999998,2718.1170000000002,2930.6,3128.2,2988.1,#N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,
172,IFL AU Equity,INSIGNIA FINANCIAL LTD,AUD,#N/A,207.76900000000001,309.22399999999999,1297.723,1599.6389999999999,1736.72,1421.894,2083.875,2099.7489999999998,2057.7629999999999,1926.5930000000001,1947.12,2018.98,2803.087,2742.8180000000002,2750.991,3123.7020000000002,3705.2469999999998,4258.6660000000002,5756.5,5514.3,5004.8,,,,,,,,,,,,,,,,,,,,,,,,,,,
173,ING AU Equity,INGHAMS GROUP LTD,AUD,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,1300.7739999999999,866.10199999999998,946.4,1073.4000000000001,1140.7,1081.5999999999999,2572.1999999999998,2545,2542.9,2574.3000000000002,,,,,,,,,,,,,,,,,,,,,,,,,,,
174,MND AU Equity,MONADELPHOUS GROUP LTD,AUD,54.878,71.962000000000003,86.102000000000004,117.56399999999999,216.18799999999999,286.68900000000002,411.93200000000002,373.23099999999999,420.702,536.24,691.90899999999999,770.25099999999998,750.15700000000004,794.19899999999996,689.22400000000005,669.69799999999998,688.99400000000003,684.98599999999999,714.16200000000003,777.06700000000001,791.36099999999999,768.17399999999998,,,,,,,,,,,,,,,,,,,,,,,,,,,
175,NEU AU Equity,NEUREN PHARMACEUTICALS LTD,AUD,#N/A,#N/A,12.879,22.768699999999999,19.547899999999998,14.466100000000001,8.5015999999999998,10.2746,5.7348999999999997,11.1373,8.5094999999999992,26.517199999999999,22.106000000000002,16.904,6.21,17.943999999999999,26.641999999999999,14.406000000000001,24.952999999999999,40.055999999999997,43.267000000000003,#N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,
176,DBI AU Equity,DALRYMPLE BAY INFRASTRUCTURE,AUD,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,3561.9810000000002,3547.3310000000001,3772.2130000000002,#N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,
177,RRL AU Equity,REGIS RESOURCES LTD,AUD,8.2349999999999994,4.1879999999999997,3.4710000000000001,6.0357000000000003,44.541400000000003,103.80500000000001,119.959,44.973999999999997,126.735,191.34100000000001,318.48,664.404,466.67200000000003,516.18899999999996,591.25699999999995,685.86400000000003,822.53,953.99699999999996,1151.877,2313.165,2329.2719999999999,2372.6019999999999,,,,,,,,,,,,,,,,,,,,,,,,,,,
178,ABC AU Equity,ADBRI LTD,AUD,922.99199999999996,1022.723,1049.549,1122.018,1151.9000000000001,1239.0999999999999,1358.1,1355,1331.9,1466.2,1613.1,1633.7,1820.6,1838.5,1826.7,2013,2078.1,2153.6999999999998,2122.9,2282.9,2525.4,#N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,
179,MAD AU Equity,MADER GROUP LTD,AUD,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0.55659999999999998,30.5749,64.903000000000006,87.507000000000005,100.747,122.51,175.08199999999999,252.697,,,,,,,,,,,,,,,,,,,,,,,,,,,
180,LFS AU Equity,LATITUDE GROUP HOLDINGS LTD,AUD,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,8699.0400000000009,8814.0329999999994,7745.0559999999996,8015.1,7920.7,#N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,
181,LFG AU Equity,LIBERTY FINANCIAL GROUP,AUD,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,13013.8,13567.166999999999,14325.203,15692.411,,,,,,,,,,,,,,,,,,,,,,,,,,,
182,MFG AU Equity,MAGELLAN FINANCIAL GROUP LTD,AUD,#N/A,#N/A,#N/A,#N/A,#N/A,104.633,118.71299999999999,102.416,112.482,129.26599999999999,155.80500000000001,193.441,236.851,346.678,392.37900000000002,493.98099999999999,674.94299999999998,800.29100000000005,1123.873,1216.1659999999999,1241.4010000000001,1198.9739999999999,,,,,,,,,,,,,,,,,,,,,,,,,,,
183,MMS AU Equity,MCMILLAN SHAKESPEARE LTD,AUD,#N/A,#N/A,36.699399999999997,50.027999999999999,50.284399999999998,54.084400000000002,63.436999999999998,74.805000000000007,288.46199999999999,300.50799999999998,391.21100000000001,447.22300000000001,524.65700000000004,777.32299999999998,852.11800000000005,848.98,861.90200000000004,853.49800000000005,685.55600000000004,685.93,1119.5909999999999,1049.5619999999999,,,,,,,,,,,,,,,,,,,,,,,,,,,
184,SIQ AU Equity,SMARTGROUP CORP LTD,AUD,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,104.23399999999999,110.50700000000001,167.53299999999999,438.63200000000001,466.73500000000001,463.99200000000002,472.90899999999999,408.44099999999997,408.26299999999998,405.84199999999998,#N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,
185,MGH AU Equity,MAAS GROUP HOLDINGS LTD,AUD,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,242.4007,362.16770000000002,489.2079,946.92899999999997,1443.8430000000001,1443.8430000000001,1443.8430000000001,1443.8430000000001,1443.8430000000001,,,,,,,,,,,,,,,,,,,,,,,,,,,
186,NWH AU Equity,NRW HOLDINGS LTD,AUD,#N/A,#N/A,#N/A,#N/A,#N/A,205.107,311.66000000000003,311.77999999999997,384.40499999999997,545.01,847.03800000000001,814.005,786.24900000000002,369.18900000000002,300.42099999999999,331.56599999999997,520.18700000000001,588.57600000000002,1243.0630000000001,1311.098,1428.846,1489.921,,,,,,,,,,,,,,,,,,,,,,,,,,,
187,NAN AU Equity,NANOSONICS LTD,AUD,#N/A,#N/A,#N/A,#N/A,6.9889999999999999,33.396999999999998,25.632000000000001,17.582000000000001,24.948,16.847999999999999,36.659999999999997,33.652999999999999,33.543999999999997,60.365000000000002,68.168999999999997,99.256,109.181,129.52099999999999,147.07,162.304,187.67099999999999,219.92,,,,,,,,,,,,,,,,,,,,,,,,,,,
188,SDR AU Equity,SITEMINDER LTD,AUD,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,43.887999999999998,97.385999999999996,84.183999999999997,151.66399999999999,127.03400000000001,,,,,,,,,,,,,,,,,,,,,,,,,,,
189,ARF AU Equity,ARENA REIT,AUD,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,240.197,241.27500000000001,375.29700000000003,450.62299999999999,513.95100000000002,621.28200000000004,725.84699999999998,825.721,1012.58,1151.511,1518.566,1568.296,,,,,,,,,,,,,,,,,,,,,,,,,,,
190,HLI AU Equity,HELIA GROUP LTD,AUD,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,3688.04,3898.7260000000001,4009.7249999999999,4449.2809999999999,4231.9589999999998,3833.395,3765.8850000000002,3590.0729999999999,3477.4079999999999,3680.6030000000001,3913.3119999999999,3521.0830000000001,#N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,
191,RED AU Equity,RED 5 LTD,AUD,3.7429999999999999,3.5390000000000001,13.3969,17.628900000000002,19.088799999999999,19.270700000000001,52.099699999999999,51.476999999999997,99.0518,136.13310000000001,161.05170000000001,191.53819999999999,202.2535,182.68899999999999,208.23750000000001,79.090100000000007,173.27180000000001,177.14699999999999,343.39499999999998,345.48500000000001,577.36500000000001,670.476,,,,,,,,,,,,,,,,,,,,,,,,,,,
192,AD8 AU Equity,AUDINATE GROUP LTD,AUD,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,7.6901000000000002,8.3661999999999992,29.068200000000001,24.739799999999999,46.537999999999997,50.302999999999997,89.805999999999997,90.438000000000002,106.602,,,,,,,,,,,,,,,,,,,,,,,,,,,
193,CKF AU Equity,COLLINS FOODS LTD,AUD,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0,0,349.709,334.26100000000002,340.786,420.69600000000003,408.94600000000003,428.31,530.08000000000004,710.88300000000004,752.42,1182.7280000000001,1157.1030000000001,1282.971,1370.3720000000001,,,,,,,,,,,,,,,,,,,,,,,,,,,
194,AX1 AU Equity,ACCENT GROUP LTD,AUD,#N/A,#N/A,#N/A,53.341000000000001,36.264000000000003,25.966000000000001,41.816000000000003,45.899000000000001,49.453000000000003,53.215000000000003,58.890999999999998,58.298000000000002,73.849999999999994,412.23599999999999,451.32499999999999,623.10400000000004,605.76099999999997,656.053,955.53800000000001,1112.1759999999999,1215.8340000000001,1154.528,,,,,,,,,,,,,,,,,,,,,,,,,,,
195,HSN AU Equity,HANSEN TECHNOLOGIES LTD,AUD,55.311999999999998,47.981000000000002,45.069000000000003,40.585999999999999,46.29,48.976999999999997,51.707000000000001,62.290999999999997,66.457999999999998,66.739999999999995,70.519000000000005,77.664000000000001,97.436999999999998,162.39500000000001,175.465,199.553,329.77,544.99199999999996,545.52300000000002,561.18100000000004,530.827,516.58699999999999,,,,,,,,,,,,,,,,,,,,,,,,,,,
196,DTL AU Equity,DATA#3 LTD,AUD,38.46,58.109000000000002,44.203000000000003,49.475000000000001,59.966999999999999,82.003,101.464,139.203,168.483,165.626,226.65600000000001,214.84200000000001,271.786,293.65600000000001,317.83999999999997,340.07100000000003,373.76299999999998,458.99400000000003,587.43799999999999,694.82500000000005,770.88699999999994,935.60500000000002,,,,,,,,,,,,,,,,,,,,,,,,,,,
197,HLS AU Equity,HEALIUS LTD,AUD,283.35399999999998,292.33100000000002,302.387,473.80200000000002,544.42399999999998,606.50199999999995,4804.0209999999997,3778.527,3696.2530000000002,3825.654,3861.9470000000001,3984.7840000000001,3742.2750000000001,3918.1,3624.6,3114.1,3126.3,3352.7,4588.3,3782.2,4136.8,3653.2,,,,,,,,,,,,,,,,,,,,,,,,,,,
198,PRN AU Equity,PERENTI LTD,AUD,161.22300000000001,103.056,129.77199999999999,158.66399999999999,266.26299999999998,307.08499999999998,503.07,601.625,885.48,1069.7360000000001,1342.615,1539.396,1367.7360000000001,1130.0340000000001,1150.3810000000001,1187.3620000000001,1367.761,2666.7660000000001,2742.8939999999998,2492.8220000000001,2789.2739999999999,2823.3739999999998,,,,,,,,,,,,,,,,,,,,,,,,,,,
199,OCL AU Equity,OBJECTIVE CORPORATION LTD,AUD,8.4209999999999994,10.619,18.2897,28.082000000000001,32.737000000000002,30.456,32.878999999999998,43.14,39.055,28.763000000000002,31.850999999999999,33.779000000000003,33.024000000000001,41.472000000000001,37.694000000000003,46.198,55.094000000000001,77.042000000000002,98.850999999999999,116.649,140.416,159.852,,,,,,,,,,,,,,,,,,,,,,,,,,,
200,STX AU Equity,STRIKE ENERGY LTD,AUD,#N/A,#N/A,9.1935000000000002,12.3413,30.018699999999999,32.676200000000001,50.594999999999999,61.668999999999997,55.610999999999997,35.945,65.156000000000006,51.161999999999999,58.003999999999998,57.518999999999998,67.013000000000005,72.501999999999995,87.977999999999994,127.348,60.517000000000003,164.083,158.74600000000001,341.87400000000002,,,,,,,,,,,,,,,,,,,,,,,,,,,
201,WGX AU Equity,WESTGOLD RESOURCES LTD,AUD,8.5950000000000006,11.077,10.6472,10.5868,11.779500000000001,21.364000000000001,22.929400000000001,25.747399999999999,49.677300000000002,117.6341,111.8211,224.37479999999999,281.00580000000002,387.3689,517.99459999999999,667.28250000000003,676.72270000000003,757.48710000000005,899.96990000000005,827.17460000000005,813.2518,#N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,
202,PWH AU Equity,PWR HOLDINGS LTD,AUD,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,11.0214,11.1365,31.518899999999999,42.167200000000001,46.293199999999999,52.472000000000001,64.977000000000004,82.382999999999996,87.298000000000002,98.525999999999996,123.15600000000001,,,,,,,,,,,,,,,,,,,,,,,,,,,
203,SLR AU Equity,SILVER LAKE RESOURCES LTD,AUD,#N/A,#N/A,#N/A,1E-4,1E-4,0.87050000000000005,41.652999999999999,59.893000000000001,97.197999999999993,127.983,278.846,528.49599999999998,376.76900000000001,255.83099999999999,253.24100000000001,242.84299999999999,254.87799999999999,572.56500000000005,968.27700000000004,1090.866,1281.374,1342.4169999999999,,,,,,,,,,,,,,,,,,,,,,,,,,,
204,CTT AU Equity,CETTIRE LTD,AUD,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,2.1884000000000001,3.7986,8.9220000000000006,57.822699999999998,54.3504,100.771,,,,,,,,,,,,,,,,,,,,,,,,,,,
205,TUA AU Equity,TUAS LTD,AUD,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,439.12419999999997,496.69970000000001,493.64069999999998,524.06479999999999,,,,,,,,,,,,,,,,,,,,,,,,,,,
206,DYL AU Equity,DEEP YELLOW LTD,AUD,3.194,1.9144000000000001,2.2010999999999998,4.6669999999999998,24.2028,117.1396,161.43719999999999,151.15029999999999,148.50620000000001,140.77879999999999,96.099500000000006,93.629199999999997,72.061999999999998,57.907499999999999,51.231999999999999,44.317399999999999,41.217700000000001,48.1175,49.154499999999999,97.868899999999996,120.9158,391.66849999999999,,,,,,,,,,,,,,,,,,,,,,,,,,,
207,ABB AU Equity,AUSSIE BROADBAND LTD,AUD,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,7.1017999999999999,20.009,57.531999999999996,116.913,628.495,693.58699999999999,693.58699999999999,693.58699999999999,693.58699999999999,693.58699999999999,,,,,,,,,,,,,,,,,,,,,,,,,,,
208,JDO AU Equity,JUDO CAPITAL HOLDINGS LTD,AUD,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,392.69799999999998,2441.6509999999998,7176.1980000000003,9414.6,12151.7,,,,,,,,,,,,,,,,,,,,,,,,,,,
209,IRE AU Equity,IRESS LTD,AUD,27.355,39.866,44.719000000000001,54.612000000000002,67.759,126.959,145.20699999999999,153.41200000000001,171.81100000000001,169.45699999999999,157.16300000000001,584.97500000000002,573.96699999999998,642.33799999999997,662.24099999999999,671.55499999999995,696.46600000000001,836.971,1005.272,1032.625,1000.061,#N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,
