Num,Ticker,Name,Data FX,FY 2000,FY 2001,FY 2002,FY 2003,FY 2004,FY 2005,FY 2006,FY 2007,FY 2008,FY 2009,FY 2010,FY 2011,FY 2012,FY 2013,FY 2014,FY 2015,FY 2016,FY 2017,FY 2018,FY 2019,FY 2020,FY 2021
484,AHQ AU Equity,ALLEGIANCE COAL LTD,AUD,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,17.6667,2.12,1.2367,1.4133,0.7067,6.3279,19.5382,39.8347,42.384,#N/A
485,PLL AU Equity,PIEDMONT LITHIUM LTD,AUD,#N/A,16.3878,8.0333,4.2844,4.2844,3.3707,17.4959,30.8947,19.035,7.1961,22.4528,23.6435,16.1564,18.697,10.7408,4.7737,7.9562,35.4144,106.2158,107.2609,88.0022,#N/A
486,TWD AU Equity,TAMAWOOD LTD,AUD,#N/A,14.865,23.1081,40.9838,61.097,45.0613,52.4871,75.1339,85.3705,68.4894,91.8525,89.6552,49.2023,62.621,81.2796,88.9474,79.2348,94.3444,102.4195,99.6814,69.5837,#N/A
487,CYC AU Equity,CYCLOPHARM LTD,AUD,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,32.5975,17.1113,18.822400000000002,13.852,8.943200000000001,9.8819,14.3621,16.0678,30.9861,54.3513,64.8416,75.9123,92.3213,#N/A,#N/A
488,BCT AU Equity,BLUECHIIP LTD,AUD,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,11.7415,22.3972,16.4607,5.2286,7.7054,4.4303,7.6107,21.4398,41.1187,29.0593,#N/A
489,GDG AU Equity,GENERATION DEVELOPMENT GROUP,AUD,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,65.8362,42.0321,20.8623,15.299,15.299,16.3661,22.8133,44.371,47.4667,74.7044,144.6264,65.7772,81.041,#N/A
490,SPZ AU Equity,SMART PARKING LTD,AUD,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,40.8927,26.9558,82.7588,96.9881,64.6588,35.2031,34.4847,#N/A
491,BRI AU Equity,BIG RIVER INDUSTRIES LTD,AUD,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,93.6138,95.4791,61.4423,93.391,#N/A
492,OEL AU Equity,OTTO ENERGY LTD,AUD,#N/A,#N/A,#N/A,#N/A,#N/A,8.5832,8.7144,56.1938,209.728,82.4042,80.4514,99.8395,105.861,83.2412,105.9647,79.1717,52.004,29.6575,99.5104,132.8651,33.5651,#N/A
493,CUE AU Equity,CUE ENERGY RESOURCES LTD,AUD,#N/A,#N/A,#N/A,#N/A,21.7063,198.9424,119.3654,109.9418,141.3538,91.0947,173.3299,184.1272,125.6615,76.7932,160.5675,53.0571,56.5477,38.3966,39.7928,57.9439,66.3214,#N/A
494,GNX AU Equity,GENEX POWER LTD,AUD,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,27.9417,69.0739,91.1795,79.67,64.0485,#N/A
495,OCC AU Equity,ORTHOCELL LTD,AUD,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,26.4,26.529,36.5326,35.2569,78.2171,58.1801,#N/A
496,CAN AU Equity,CANN GROUP LTD,AUD,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,488.4132,277.9363,112.885,#N/A
497,MCA AU Equity,MURRAY COD AUSTRALIA LTD,AUD,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,8.25,4.4688,3.7813,7.2188,7.2188,3.9643,20.4627,28.2714,91.2673,70.4842,#N/A
498,GSW AU Equity,GETSWIFT LTD,AUD,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,117.8726,67.8688,37.7049,130.6785,#N/A
499,PPG AU Equity,PRO-PAC PACKAGING LTD,AUD,#N/A,#N/A,#N/A,#N/A,#N/A,16.9322,11.7455,15.572,49.2115,19.8264,41.2743,44.7154,105.4939,90.8409,108.813,99.6469,106.9905,95.4999,215.9562,92.9005,141.876,#N/A
500,ERA AU Equity,ENERGY RESOURCES OF AUST,AUD,440.6046,370.0316,326.1619,648.509,1256.963,1880.676,3967.349,3719.3897,3624.0207,4556.7292,2122.9132,634.2132,657.5108,652.3336,673.0426,186.381,225.2104,470.9478,126.8426,85.4246,#N/A,#N/A
