Num,Ticker,Name,Data FX,FY 2000,FY 2001,FY 2002,FY 2003,FY 2004,FY 2005,FY 2006,FY 2007,FY 2008,FY 2009,FY 2010,FY 2011,FY 2012,FY 2013,FY 2014,FY 2015,FY 2016,FY 2017,FY 2018,FY 2019,FY 2020,FY 2021,,,,,,
205,KAR AU Equity,KAROON ENERGY LTD,AUD,#N/A,#N/A,#N/A,#N/A,0.165,1.7,1.45,2.38,4.54,9.09,5.95,5.23,4.03,5.09,3.07,2.25,1.285,1.28,1.13,0.955,0.605,#N/A,,,,,,
206,SXL AU Equity,SOUTHERN CROSS MEDIA GROUP L,AUD,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,2.98,4.85,2.95,1.32,1.645,1.55,1.2,1.425,1.07,0.97,1.245,1.245,1.31,1.25,0.175,#N/A,,,,,,
207,EHE AU Equity,ESTIA HEALTH LTD,AUD,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,6,4.61,3.05,3.29,2.64,1.5350000000000001,#N/A,,,,,,
208,EQT AU Equity,EQT HOLDINGS LTD,AUD,6.5,5.7,6.02,5.12,7.4,11.1,18.5,31.03,21.8,14.5,15.2,13.9,11.06,14.9,20.98,20.39,16.44,17.71,20.8,29.6,24.75,#N/A,,,,,,
209,CWP AU Equity,CEDAR WOODS PROPERTIES LTD,AUD,0.6,0.485,0.51,0.97,1.7,2.31,4.48,5.22,2.75,1.42,2.45,4,3.56,5.17,7.31,5.26,4.35,5.21,5.76,5.7,5.24,#N/A,,,,,,
210,ALG AU Equity,ARDENT LEISURE GROUP LTD,AUD,0.81,0.52,0.67,0.78,1.06,1.97,2.5,3.3,1.49,1.415,0.99,1.275,1.275,1.7149999999999999,2.71,2.17,1.88,1.88,1.975,1,0.39,#N/A,,,,,,
211,PLS AU Equity,PILBARA MINERALS LTD,AUD,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0.04,0.04,0.08,0.031,0.014,0.012,0.02,0.105,0.615,0.38,0.865,0.545,0.25,#N/A,,,,,,
212,HLO AU Equity,HELLOWORLD TRAVEL LTD,AUD,#N/A,0.07,0.22,0.175,0.315,0.67,1.21,2.25,1.5,0.73,0.83,0.8,0.37,0.33,0.275,0.36,3.08,4.04,4.8,5.07,2.29,#N/A,,,,,,
213,SIG AU Equity,SIGMA HEALTHCARE LTD,AUD,#N/A,#N/A,3.8,7.3,12.2,12.2,2.79,2.65,1.5,1.2,0.935,0.445,0.6,0.665,0.595,0.8,0.82,1.205,0.895,0.54,0.6,#N/A,,,,,,
214,MAH AU Equity,MACMAHON HOLDINGS LTD,AUD,0.091,0.105,0.295,0.16,0.27,0.455,0.8,1.29,1.665,0.34,0.545,0.56,0.575,0.13,0.1,0.066,0.088,0.165,0.215,0.185,0.255,#N/A,,,,,,
215,PPC AU Equity,PEET LTD,AUD,#N/A,#N/A,#N/A,#N/A,#N/A,1.5,4.05,4.12,2.08,1.5899999999999999,2.11,1.465,0.67,1.12,1.35,1.145,0.935,1.195,1.32,1.12,0.97,#N/A,,,,,,
216,RMC AU Equity,RESIMAC GROUP LTD,AUD,#N/A,1.19,0.73,0.405,0.33,0.33,0.435,1,0.48,0.55,0.7,0.62,0.575,0.945,0.75,0.58,0.44,0.43,0.57,0.64,1.01,#N/A,,,,,,
217,AFG AU Equity,AUSTRALIAN FINANCE GROUP LTD,AUD,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,1,0.99,1.285,1.405,1.575,1.71,#N/A,,,,,,
218,CVN AU Equity,CARNARVON PETROLEUM LTD,AUD,0.056,0.079,0.049,0.027,0.015,0.018,0.052,0.24,0.53,0.815,0.345,0.175,0.105,0.04,0.075,0.115,0.1,0.078,0.15,0.6,0.195,#N/A,,,,,,
219,PAR AU Equity,PARADIGM BIOPHARMACEUTICALS,AUD,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0.35,0.29,0.65,1.4,3.15,#N/A,,,,,,
220,AHY AU Equity,ASALEO CARE LTD,AUD,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,1.6600000000000001,1.595,1.48,1.5,0.915,1.06,#N/A,#N/A,,,,,,
221,MVP AU Equity,MEDICAL DEVELOPMENTS INTERNA,AUD,#N/A,#N/A,#N/A,#N/A,0.88,0.84,0.305,0.58,0.34,0.14,0.215,0.405,0.79,1.27,1.32,2.68,6.1,4.95,5.8,5.3,6.98,#N/A,,,,,,
222,IMD AU Equity,IMDEX LTD,AUD,0.12,0.21,0.23,0.1,0.115,0.22,0.61,1.5,1.6600000000000001,0.645,0.73,2.15,1.76,0.62,0.63,0.3,0.21,0.755,1.2349999999999999,1.305,1.11,#N/A,,,,,,
223,DTL AU Equity,DATA#3 LTD,AUD,1.26,0.51,1.21,1,2.05,3,3.7,6,5.6,6,8.01,13.24,1.11,1.075,0.68,0.79,1.05,1.725,1.6,2.12,4.54,#N/A,,,,,,
224,NCK AU Equity,NICK SCALI LTD,AUD,#N/A,#N/A,#N/A,#N/A,1.38,1.5,1.34,2.65,0.515,0.76,1.3599999999999999,1.7,1.3,2.03,2.71,3.4,4.98,6.09,6.73,6.26,6.48,#N/A,,,,,,
225,IRI AU Equity,INTEGRATED RESEARCH LTD,AUD,#N/A,0.57,0.56,0.13,0.34,0.39,0.385,0.57,0.34,0.275,0.4,0.275,0.665,1.035,0.995,1.69,2.25,3.22,3.11,3.3,3.85,#N/A,,,,,,
226,OCL AU Equity,OBJECTIVE CORPORATION LTD,AUD,#N/A,0.315,0.21,0.22,0.55,0.99,1.4,0.76,0.365,0.27,0.285,0.2,0.36,0.39,1.21,2.08,1.79,2.21,3.5,2.8,7.38,#N/A,,,,,,
227,BWX AU Equity,BWX LTD,AUD,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,4.71,5.88,5.7,1.825,3.51,#N/A,,,,,,
228,BUB AU Equity,BUBS AUSTRALIA LTD,AUD,0.057,0.055,0.035,0.012,0.035,0.06,0.2,0.14,0.08,0.1,0.058,0.031,0.012,0.011,0.006,0.003,0.005,0.25,0.775,1.125,0.925,#N/A,,,,,,
229,AD8 AU Equity,AUDINATE GROUP LTD,AUD,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,1.53,3.92,7.99,5.4,#N/A,,,,,,
230,UWL AU Equity,UNITI GROUP LTD,AUD,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,1.845,1.42,#N/A,,,,,,
231,SWM AU Equity,SEVEN WEST MEDIA LTD,AUD,5.29,4.985,5.07,5.9,6.8,8.03,8.73,13.7,7.9,4.36,6.54,4,1.745,1.9,1.885,1.05,1.08,0.695,0.84,0.465,0.09,#N/A,,,,,,
232,CCX AU Equity,CITY CHIC COLLECTIVE LTD,AUD,3.641,6.2,2.41,1.67,1.35,0.75,1.5350000000000001,1.8399999999999999,0.85,0.545,1.065,0.88,0.515,0.82,0.88,0.63,0.54,0.395,0.99,1.75,2.9,#N/A,,,,,,
233,SXY AU Equity,SENEX ENERGY LTD,AUD,0.046,0.058,0.02,0.01,0.02,0.026,0.023,0.175,0.285,0.39,0.24,0.36,0.71,0.59,0.695,0.28,0.255,0.275,0.435,0.355,0.225,#N/A,,,,,,
234,MAQ AU Equity,MACQUARIE TELECOM GROUP LTD,AUD,2.05,0.139,0.1,0.1,0.225,0.1,0.74,0.92,0.71,2.41,4.62,10.2,8.36,7.91,5.8,6.15,11.84,14.25,20.34,19.9,44,#N/A,,,,,,
235,JLG AU Equity,JOHNS LYNG GROUP LTD,AUD,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,1.3,1.445,2.35,#N/A,,,,,,
236,WGN AU Equity,WAGNERS HOLDING CO LTD,AUD,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,4.35,1.8,1.11,#N/A,,,,,,
237,PWH AU Equity,PWR HOLDINGS LTD,AUD,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,2.7800000000000002,2.35,2.71,4.12,4.49,#N/A,,,,,,
238,HT1 AU Equity,HT&E LTD,AUD,4.35,3.44,3.05,4,5.15,4.8,6.05,5.27,2.48,2.32,1.935,0.71,0.25,0.45,0.835,0.525,2.84,1.88,1.58,1.6949999999999998,#N/A,#N/A,,,,,,
239,WPP AU Equity,WPP AUNZ LTD,AUD,3.25,4.057,2.85,3.25,3.16,3.05,3.27,2.35,0.68,0.75,1.06,0.84,1.11,1.495,0.975,0.8,1.21,0.92,0.57,0.545,#N/A,#N/A,,,,,,
240,ECX AU Equity,ECLIPX GROUP LTD,AUD,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,3.01,4.07,4.05,2.57,1.7850000000000001,#N/A,#N/A,,,,,,
241,ELO AU Equity,ELMO SOFTWARE LTD,AUD,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,2.5,5.5,7.29,7.16,#N/A,,,,,,
242,NGI AU Equity,NAVIGATOR GLOBAL INVESTMENTS,AUD,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,1.69,2.55,1.16,0.175,0.17,1.23,0.68,0.9,1.05,2.07,2.29,2.4,5.34,3.94,1.185,#N/A,,,,,,
243,PET AU Equity,PHOSLOCK ENVIRONMENTAL TECHN,AUD,#N/A,#N/A,#N/A,0.18,0.23,0.125,0.15,0.265,0.145,0.12,0.1,0.084,0.046,0.044,0.04,0.039,0.09,0.185,0.355,0.805,#N/A,#N/A,,,,,,
244,MYS AU Equity,MYSTATE LTD,AUD,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,3.12,3.51,3.05,4.24,4.64,4.83,4.13,4.85,5.01,4.49,3.93,#N/A,,,,,,
245,SPL AU Equity,STARPHARMA HOLDINGS LTD,AUD,#N/A,0.59,0.6,0.33,0.75,0.49,0.42,0.375,0.275,0.34,0.54,1.5,1.37,0.815,0.58,0.73,0.645,0.73,1.165,1.3599999999999999,1.125,#N/A,,,,,,
246,CLV AU Equity,CLOVER CORP LTD,AUD,0.425,0.225,0.175,0.47,0.3,0.17,0.14,0.105,0.16,0.215,0.28,0.315,0.4,0.55,0.42,0.17,0.41,0.46,1.56,2.32,2.22,#N/A,,,,,,
247,AKP AU Equity,AUDIO PIXELS HOLDINGS LTD,AUD,#N/A,#N/A,#N/A,#N/A,#N/A,0.75,0.37,0.27,0.205,0.16,0.26,6,5.6,3.8,9.86,8.45,14.15,16.82,20.22,15.35,#N/A,#N/A,,,,,,
248,PPK AU Equity,PPK GROUP LTD,AUD,0.6,0.69,1.25,0.96,0.95,0.9,0.75,0.78,0.7,0.28,0.39,0.3,0.38,0.44,0.66,0.4,0.2,0.2,0.3,2.77,3.11,#N/A,,,,,,
249,AEF AU Equity,AUSTRALIAN ETHICAL INVT LTD,AUD,#N/A,#N/A,#N/A,11.3,13,17.2,28.5,48,34,22,23.2,19.1,17.58,19.5,35.45,58.8,81.11,94.6,135,1.77,6.66,#N/A,,,,,,
250,BBN AU Equity,BABY BUNTING GROUP LTD,AUD,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,2.4,1.9449999999999998,1.3599999999999999,2.16,3.3,#N/A,,,,,,
251,MNY AU Equity,MONEY3 CORP LTD,AUD,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0.9,0.48,0.39,0.5,0.42,0.365,0.79,1.07,1.1400000000000001,1.2,1.28,1.95,2.12,1.55,#N/A,,,,,,
252,OPC AU Equity,OPTICOMM LTD,AUD,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,5.1,#N/A,,,,,,
253,MNF AU Equity,MNF GROUP LTD,AUD,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0.16,0.145,0.11,0.09,0.085,0.175,0.56,1.195,2.42,3.82,4,4.37,5.25,3.85,5.63,#N/A,,,,,,
254,RED AU Equity,RED 5 LTD,AUD,0.04,0.05,0.14,0.079,0.115,0.12,0.09,0.088,0.084,0.072,0.12,0.115,1.455,0.62,0.086,0.096,0.074,0.033,0.081,0.18,0.2,#N/A,,,,,,
255,SRV AU Equity,SERVCORP LTD,AUD,4.55,6.95,2,1.16,2.05,2.9,5.8,4.7,3.88,2.94,2.68,2.85,2.65,3.21,4.8,5.84,6.91,5.7,4.16,3.51,2.32,#N/A,,,,,,
256,VHT AU Equity,VOLPARA HEALTH TECHNOLOGIES,AUD,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0.47,0.72,1.4,1.07,#N/A,,,,,,
257,CMM AU Equity,CAPRICORN METALS LTD,AUD,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0.036,0.044,0.039,0.085,0.019,0.028,0.018,0.15,0.081,0.066,0.088,1.795,#N/A,,,,,,
258,MYR AU Equity,MYER HOLDINGS LTD,AUD,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,3.45,2.31,1.74,2.66,2.24,1.185,1.335,0.765,0.46,0.53,0.205,#N/A,,,,,,
259,HUO AU Equity,HUON AQUACULTURE GROUP LTD,AUD,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,3.4,3.5,4.93,4.46,4.5,2.92,#N/A,,,,,,
260,TLX AU Equity,TELIX PHARMACEUTICALS LTD,AUD,#N/A,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.62,0.65,1.55,#N/A,#N/A,,,,,,
261,SST AU Equity,STEAMSHIPS TRADING COMPANY,AUD,2,1.3,1.12,2.5,3.33,5.22,7.5,9.99,12,16,26.1,25.8,26.5,31,32,19.5,22,17.32,18.7,12.5,#N/A,#N/A,,,,,,
262,ADH AU Equity,ADAIRS LTD,AUD,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,2.7800000000000002,2.49,0.86,2.23,1.42,2.25,#N/A,,,,,,
263,BFG AU Equity,BELL FINANCIAL GROUP LTD,AUD,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,2.11,0.52,1.17,0.97,0.605,0.46,0.7,0.43,0.575,0.725,0.75,0.85,1.19,#N/A,#N/A,,,,,,
264,AMI AU Equity,AURELIA METALS LTD,AUD,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,1.35,0.8,0.27,0.195,0.565,0.255,0.16,0.23,0.215,0.135,0.185,0.57,0.495,0.5,#N/A,,,,,,
265,GXY AU Equity,GALAXY RESOURCES LTD,AUD,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0.66,0.56,0.63,1.45,0.705,0.395,0.047,0.025,0.115,0.525,3.83,2.17,0.925,#N/A,#N/A,,,,,,
266,VRT AU Equity,VIRTUS HEALTH LTD,AUD,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,6.45,8.16,5.37,6.87,5.38,5.75,4.5,2.83,#N/A,,,,,,
267,OMH AU Equity,OM HOLDINGS LTD,AUD,0.06,0.085,0.28,0.64,1.3599999999999999,1.17,0.205,1.85,1.15,1.95,1.405,0.32,0.255,0.325,0.33,0.1,0.15,0.87,1.23,0.5,#N/A,#N/A,,,,,,
268,DCN AU Equity,DACIAN GOLD LTD,AUD,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0.17,0.35,0.43,2.9,1.98,2.85,0.53,0.445,#N/A,,,,,,
269,IGL AU Equity,IVE GROUP LTD,AUD,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,2.2,2.15,2.29,2.06,0.8,#N/A,,,,,,
270,SLC AU Equity,SUPERLOOP LTD,AUD,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,1.94,2.35,2.56,2.52,1.54,0.99,#N/A,,,,,,
271,STX AU Equity,STRIKE ENERGY LTD,AUD,#N/A,#N/A,#N/A,#N/A,#N/A,0.145,0.21,0.27,0.355,0.19,0.235,0.155,0.15,0.074,0.145,0.13,0.115,0.06,0.145,0.06,0.21,#N/A,,,,,,
272,OFX AU Equity,OFX GROUP LTD,AUD,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,3.3,2.41,2.02,1.475,1.69,1.67,1.24,#N/A,,,,,,
273,ANO AU Equity,ADVANCE NANOTEK LTD,AUD,#N/A,#N/A,#N/A,#N/A,#N/A,0.14,0.125,0.165,0.08,0.03,0.036,0.025,0.01,0.015,0.014,0.031,0.023,0.024,0.5,6.72,4.25,#N/A,,,,,,
274,NXS AU Equity,NEXT SCIENCE LTD,AUD,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,1.88,#N/A,#N/A,,,,,,
275,PFP AU Equity,PROPEL FUNERAL PARTNERS LTD,AUD,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,2.85,3.3,3.01,#N/A,,,,,,
276,ALK AU Equity,ALKANE RESOURCES LTD,AUD,0.22,0.25,0.365,0.38,0.22,0.21,0.24,0.33,0.135,0.35,1,0.905,0.68,0.305,0.265,0.275,0.2,0.235,0.23,0.455,1.205,#N/A,,,,,,
277,AQZ AU Equity,ALLIANCE AVIATION SERVICES L,AUD,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,2.17,1.8,1.125,0.4,0.5,0.97,1.9300000000000002,2.58,3.03,#N/A,,,,,,
278,RIC AU Equity,RIDLEY CORP LTD,AUD,0.57,0.69,1.37,1.56,1.27,1.35,1.21,1.16,1.165,0.78,1.15,1.23,1.02,0.75,0.795,1.25,1.4,1.385,1.375,1.19,0.725,#N/A,,,,,,
279,CVW AU Equity,CLEARVIEW WEALTH LTD,AUD,#N/A,#N/A,#N/A,#N/A,0.97,0.935,0.9,1.04,0.58,0.425,0.52,0.495,0.46,0.59,0.8,0.95,0.95,1.45,1.16,0.66,0.27,#N/A,,,,,,
280,INR AU Equity,IONEER LTD,AUD,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0.11,0.03,0.063,0.034,0.064,0.019,0.025,0.004,0.049,0.145,0.36,0.135,0.13,#N/A,,,,,,
281,TBR AU Equity,TRIBUNE RESOURCES LTD,AUD,0.215,0.72,1.18,0.75,0.72,0.5,0.72,0.82,1.115,0.75,1,2.22,1.2,1.3,3.43,3.99,7.52,7.28,6.35,5.45,7.29,#N/A,,,,,,
282,PAC AU Equity,PACIFIC CURRENT GROUP LTD,AUD,0.5,0.55,5.65,5,7.8,12,10.3,15.52,9.21,4.11,5.06,3.96,4.02,7.07,9.57,9.5,4.31,6.65,6.5600000000000005,4.55,5.48,#N/A,,,,,,
283,PGL AU Equity,PROSPA GROUP LTD,AUD,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,3.63,0.96,#N/A,,,,,,
284,TPW AU Equity,TEMPLE & WEBSTER GROUP LTD,AUD,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0.14,0.18,0.76,1.35,6.31,#N/A,,,,,,
285,NTO AU Equity,NITRO SOFTWARE LTD,AUD,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,1.63,#N/A,#N/A,,,,,,
286,ASG AU Equity,AUTOSPORTS GROUP LTD,AUD,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,2.09,1.7,1.255,1.17,#N/A,,,,,,
287,BGL AU Equity,BELLEVUE GOLD LTD,AUD,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0.2,0.038,0.016,0.008,0.008,0.1,0.22,0.036,0.015,0.021,0.021,0.048,0.17,0.7,1.06,#N/A,,,,,,
288,CAT AU Equity,CATAPULT GROUP INTERNATIONAL,AUD,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,1.04,3.08,2.33,1.225,1.095,1.125,#N/A,,,,,,
289,RBL AU Equity,REDBUBBLE LTD,AUD,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,1.07,0.97,1.565,0.905,2.06,#N/A,,,,,,
290,HE8 AU Equity,HELIOS ENERGY LTD,AUD,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0.2,0.105,0.023,0.014,0.01,0.012,0.012,0.058,0.17,0.093,#N/A,,,,,,
291,RHP AU Equity,RHIPE LTD,AUD,#N/A,#N/A,#N/A,#N/A,#N/A,0.905,0.585,0.53,0.135,0.089,0.115,0.055,0.006,0.01,0.8,1.465,0.895,0.515,1.185,2.86,1.97,#N/A,,,,,,
292,GRR AU Equity,GRANGE RESOURCES LTD,AUD,0.57,0.095,0.15,0.27,0.51,0.9,1.305,1.995,1.7,0.455,0.5,0.56,0.35,0.255,0.105,0.09,0.14,0.215,0.2,0.25,#N/A,#N/A,,,,,,
293,MLD AU Equity,MACA LTD,AUD,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,2.45,2.25,1.77,1.855,0.755,1.26,1.65,1.2,0.9,0.865,#N/A,,,,,,
294,FAR AU Equity,FAR LTD,AUD,0.14,0.08,0.06,0.063,0.062,0.12,0.14,0.12,0.028,0.062,0.082,0.028,0.034,0.04,0.086,0.083,0.075,0.077,0.067,0.044,#N/A,#N/A,,,,,,
295,PSQ AU Equity,PACIFIC SMILES GROUP LTD,AUD,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,2.35,2.09,1.8199999999999998,1.5699999999999998,1.17,1.5699999999999998,#N/A,,,,,,
296,SMR AU Equity,STANMORE COAL LTD,AUD,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0.65,1.01,0.425,0.115,0.105,0.06,0.29,0.335,0.87,1.425,0.78,#N/A,,,,,,
297,FLC AU Equity,FLUENCE CORP LTD,AUD,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,2.07,0.16,0.14,0.095,0.063,0.026,0.016,0.003,0.26,0.92,0.535,0.31,0.43,#N/A,#N/A,,,,,,
298,MHJ AU Equity,MICHAEL HILL INTERNATIONAL L,AUD,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,1.11,0.97,0.54,0.315,#N/A,,,,,,
299,BLX AU Equity,BEACON LIGHTING GROUP LTD,AUD,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,1.03,2,1.29,1.38,1.52,1.04,1.055,#N/A,,,,,,
300,MCP AU Equity,MCPHERSON'S LTD,AUD,1.21,1.1,1.87,3.2800000000000002,4.52,3,1.45,3.4,2.75,1.73,2.52,3.03,1.6,1.26,1.095,0.565,0.875,1.3,1.705,1.205,2.77,#N/A,,,,,,
301,AGI AU Equity,AINSWORTH GAME TECHNOLOGY LT,AUD,#N/A,#N/A,1.12,0.375,0.5,0.46,0.34,0.4,0.09,0.067,0.09,0.36,2.1,4.03,3.74,2.57,2.16,2.16,1.04,0.67,0.41,#N/A,,,,,,
302,BSE AU Equity,BASE RESOURCES LTD,AUD,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0.07,0.087,0.61,0.405,0.38,0.34,0.14,0.14,0.285,0.295,0.24,0.18,#N/A,,,,,,
303,JHC AU Equity,JAPARA HEALTHCARE LTD,AUD,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,2.35,2.57,2.55,2.1,1.8050000000000002,1.125,0.49,#N/A,,,,,,
304,FLN AU Equity,FREELANCER LTD,AUD,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,1.38,0.65,1.8,1,0.485,0.85,0.58,#N/A,#N/A,,,,,,
305,CVC AU Equity,CVC LTD,AUD,0.54,0.62,0.75,0.72,1.05,1.5,1.43,1.87,1,0.525,0.8,0.86,0.895,1,1.42,1.52,1.505,1.8599999999999999,2.66,2.59,1.41,#N/A,,,,,,
306,KSL AU Equity,KINA SECURITIES LTD,AUD,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,1.09,1.05,0.745,0.95,1.49,#N/A,#N/A,,,,,,
307,AMS AU Equity,ATOMOS LTD,AUD,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,1.03,0.425,#N/A,,,,,,
