Num,Ticker,Name,FY Report Month,Data FX,"Begin 
Year",Sector,BICS Name,BICS 1,BICS 2,BICS 3,BICS 4
299,BLX AU Equity,BEACON LIGHTING GROUP LTD,2019-06-30 00:00:00,AUD,2014,Industrials,Lighting Fixture,Industrials,Electrical Equipment,Comml & Res Bldg Equip & Sys,Lighting Fixture
300,MCP AU Equity,MCPHERSON'S LTD,2019-06-30 00:00:00,AUD,2000,Discretionary Retail,Home Furnishing Wholesalers,Consumer Discretionary,Distributors - Discretionary,Home & Office Product Whslrs,Home Furnishing Wholesalers
301,AGI AU Equity,AINSWORTH GAME TECHNOLOGY LT,2019-06-30 00:00:00,AUD,2002,Casinos & Gaming,Casinos & Gaming,Consumer Discretionary,"Gaming, Lodging & Restaurants",Casinos & Gaming,#N/A
302,BSE AU Equity,BASE RESOURCES LTD,2019-06-30 00:00:00,AUD,2009,Base Metals,Other Mined Minerals,Materials,Metals & Mining,Other Mined Minerals,#N/A
303,JHC AU Equity,JAPARA HEALTHCARE LTD,2019-06-30 00:00:00,AUD,2014,Health Care Facilities,Nursing & Residential Care,Health Care,Health Care Facilities & Svcs,Health Care Facilities,Nursing & Residential Care
304,FLN AU Equity,FREELANCER LTD,2019-12-31 00:00:00,AUD,2013,Commercial Services,Temporary Help,Consumer Discretionary,Commercial Services,Professional Services,Mgmt & Admin Consulting Svcs
305,CVC AU Equity,CVC LTD,2019-06-30 00:00:00,AUD,2016,Asset Management,Real Estate Investments,Financials,Asset Management,Private Equity,Real Estate Investments
306,KSL AU Equity,KINA SECURITIES LTD,2019-12-31 00:00:00,AUD,2015,Banking,Banks,Financials,Banking,Banks,#N/A
307,AMS AU Equity,ATOMOS LTD,2019-06-30 00:00:00,AUD,2019,Consumer Products,Video Cameras,Technology,Hardware,Consumer Electronics,Camera Equipment
308,AVJ AU Equity,AVJENNINGS LTD,2019-06-30 00:00:00,AUD,2000,Real Estate,Housing Owners & Developers,Financials,Real Estate,Real Estate Owners & Developers,Housing Owners & Developers
309,NEU AU Equity,NEUREN PHARMACEUTICALS LTD,2019-12-31 00:00:00,AUD,2005,Pharmaceutical,Specialty Pharma,Health Care,Biotech & Pharma,Specialty Pharma,#N/A
310,ABA AU Equity,AUSWIDE BANK LTD,2019-06-30 00:00:00,AUD,2000,Specialty Finance,Mortgage Lenders,Financials,Specialty Finance,Mortgage Finance,Mortgage Lenders
311,IMA AU Equity,IMAGE RESOURCES NL,2019-12-31 00:00:00,AUD,2003,Base Metals,Precious Metal Mining,Materials,Metals & Mining,Precious Metal Mining,#N/A
312,MVF AU Equity,MONASH IVF GROUP LTD,2019-06-30 00:00:00,AUD,2014,Health Care Facilities,Specialty Facilities,Health Care,Health Care Facilities & Svcs,Health Care Facilities,Specialty Facilities
313,NVL AU Equity,NATIONAL VETERINARY CARE LTD,2019-06-30 00:00:00,AUD,2016,Health Care Facilities,Veterinary Services,Health Care,Health Care Facilities & Svcs,Health Care Services,Veterinary Services
314,CGL AU Equity,CITADEL GROUP LTD/THE,2019-06-30 00:00:00,AUD,2015,Commercial Services,Security,Technology,Software,Infrastructure Software,Security
315,CL1 AU Equity,CLASS LTD,2019-06-30 00:00:00,AUD,2016,Technology,Application Software,Technology,Software,Application Software,#N/A
316,BYE AU Equity,BYRON ENERGY LTD,2019-06-30 00:00:00,AUD,2012,Energy,Midstream - Oil & Gas,Energy,"Oil, Gas & Coal",Midstream - Oil & Gas,#N/A
317,PPE AU Equity,PEOPLE INFRASTRUCTURE LTD,2019-06-30 00:00:00,AUD,2018,Commercial Services,Professional Services,Consumer Discretionary,Commercial Services,Professional Services,#N/A
318,OTW AU Equity,OVER THE WIRE HOLDINGS LTD,2019-06-30 00:00:00,AUD,2016,Telecommunications,IT Services - Commercial,Technology,Technology Services,IT Services,IT Services - Commercial
319,FRI AU Equity,FINBAR GROUP LTD,2019-06-30 00:00:00,AUD,2000,Real Estate,Apartment Owners & Develop,Financials,Real Estate,Real Estate Owners & Developers,Housing Owners & Developers
320,CYL AU Equity,CATALYST METALS LTD,2019-06-30 00:00:00,AUD,2007,Base Metals,Other Metals,Materials,Metals & Mining,Base Metals,Other Metals
321,NET AU Equity,NETLINKZ LTD,2019-06-30 00:00:00,AUD,2011,Technology,Transaction Mgmt Systems,Technology,Hardware,Transaction Mgmt Systems,#N/A
322,SDG AU Equity,SUNLAND GROUP LTD,2019-06-30 00:00:00,AUD,2000,Real Estate,Single Family Home Const,Consumer Discretionary,Home & Office Products,Homebuilders,Single Family Home Const
323,SO4 AU Equity,SALT LAKE POTASH LTD,2019-06-30 00:00:00,AUD,2007,Base Metals,Base Metals,Materials,Metals & Mining,Base Metals,#N/A
324,SDA AU Equity,SPEEDCAST INTERNATIONAL LTD,2019-12-31 00:00:00,AUD,2014,Telecommunications,Satellite Telecom (exclude TV),Communications,Telecom,Telecom Carriers,Wireless Telecom Services
325,HFR AU Equity,HIGHFIELD RESOURCES LTD,2019-12-31 00:00:00,AUD,2012,Base Metals,"Potash, Soda, Borate",Materials,Metals & Mining,Other Mined Minerals,"Potash, Soda, Borate"
326,MCR AU Equity,MINCOR RESOURCES NL,2019-06-30 00:00:00,AUD,2000,Precious Metals,Gold Mining,Materials,Metals & Mining,Precious Metal Mining,Gold Mining
327,RFG AU Equity,RETAIL FOOD GROUP LTD,2019-06-30 00:00:00,AUD,2006,Consumer Products,Snack & Juice Bars,Consumer Discretionary,"Gaming, Lodging & Restaurants",Restaurants,Limited Service Restaurants
328,LYL AU Equity,LYCOPODIUM LTD,2019-06-30 00:00:00,AUD,2005,Industrials,Engineering Services,Industrials,Engineering & Construction Svcs,Engineering Services,#N/A
329,DUB AU Equity,DUBBER CORP LTD,2019-06-30 00:00:00,AUD,2000,Technology,Communications Software,Technology,Software,Application Software,Specialty Software
330,ED1 AU Equity,EVANS DIXON LTD,2019-06-30 00:00:00,AUD,2018,Asset Management,Investment Management,Financials,Asset Management,Investment Management,#N/A
331,MOZ AU Equity,MOSAIC BRANDS LTD,2019-06-30 00:00:00,AUD,2000,Discretionary Retail,Women's Clothing Stores,Consumer Discretionary,Retail - Discretionary,Specialty Apparel Stores,Women's Clothing Stores
332,LEG AU Equity,LEGEND MINING LTD,2019-12-31 00:00:00,AUD,2000,Precious Metals,Gold Mining,Materials,Metals & Mining,Precious Metal Mining,Gold Mining
333,MAD AU Equity,MADER GROUP LTD,2019-06-30 00:00:00,AUD,2019,Mining Services,Mining Services,Materials,Metals & Mining,Mining Services,#N/A
334,PAN AU Equity,PANORAMIC RESOURCES LTD,2019-06-30 00:00:00,AUD,2002,Base Metals,Copper,Materials,Metals & Mining,Base Metals,Copper
335,CDD AU Equity,CARDNO LTD,2019-06-30 00:00:00,AUD,2004,Commercial Services,Transportation Infra Const,Industrials,Engineering & Construction Svcs,Infrastructure Construction,Transportation Infra Const
336,BTH AU Equity,BIGTINCAN HOLDINGS LTD,2019-06-30 00:00:00,AUD,2017,Technology,Application Software,Technology,Software,Application Software,#N/A
337,FDV AU Equity,FRONTIER DIGITAL VENTURES LT,2019-12-31 00:00:00,AUD,2016,Internet Based Services,Internet Media,Communications,Media,Internet Media,#N/A
338,PPS AU Equity,PRAEMIUM LTD,2019-06-30 00:00:00,AUD,2006,Internet Based Services,Miscellaneous Web,Communications,Media,Internet Media,Miscellaneous Web
339,FMS AU Equity,FLINDERS MINES LTD,2019-06-30 00:00:00,AUD,2002,Precious Metals,Iron Ore Mining,Materials,Iron & Steel,Steel Raw Material Suppliers,Iron Ore Mining
340,SPT AU Equity,SPLITIT PAYMENTS LTD,2019-12-31 00:00:00,AUD,2019,Specialty Finance,Payment Services,Financials,Specialty Finance,Consumer Finance,Credit & Debit
341,SVY AU Equity,STAVELY MINERALS LTD,2019-06-30 00:00:00,AUD,2014,Precious Metals,Gold Mining,Materials,Metals & Mining,Precious Metal Mining,Gold Mining
342,SFC AU Equity,SCHAFFER CORP LTD,2019-06-30 00:00:00,AUD,2000,Discretionary Retail,Non Wood Building Materials,Materials,Construction Materials,Non Wood Building Materials,#N/A
343,PDN AU Equity,PALADIN ENERGY LTD,2019-06-30 00:00:00,AUD,2000,Base Metals,Uranium,Materials,Metals & Mining,Base Metals,Uranium
344,APD AU Equity,APN PROPERTY GROUP LTD,2019-06-30 00:00:00,AUD,2005,Real Estate,Real Estate Fee & Asset Mgmt,Financials,Real Estate,Real Estate Services,Real Estate Fee & Asset Mgmt
345,FWD AU Equity,FLEETWOOD CORP LTD,2019-06-30 00:00:00,AUD,2000,Real Estate,Manufactured (Mobile) Home,Consumer Discretionary,Home & Office Products,Homebuilders,Manufactured (Mobile) Home
346,PCK AU Equity,PAINCHEK LTD,2019-06-30 00:00:00,AUD,2012,Technology,Health Care Software,Technology,Software,Application Software,Specialty Software
347,VTG AU Equity,VITA GROUP LTD,2019-06-30 00:00:00,AUD,2006,Discretionary Retail,Consumer Electronics Stores,Consumer Discretionary,Retail - Discretionary,Consumer Elec & Applc Stores,Consumer Electronics Stores
348,MMI AU Equity,METRO MINING LTD,2019-12-31 00:00:00,AUD,2010,Base Metals,Coal Mining,Energy,"Oil, Gas & Coal",Coal Operations,Coal Mining
349,SYR AU Equity,SYRAH RESOURCES LTD,2019-12-31 00:00:00,AUD,2008,Base Metals,Copper Mining,Materials,Metals & Mining,Base Metals,Copper
350,KSC AU Equity,K & S CORP LTD,2019-06-30 00:00:00,AUD,2000,Transport & Logistics,Logistics Services,Industrials,Transportation & Logistics,Logistics Services,#N/A
351,DNK AU Equity,DANAKALI LTD,2019-12-31 00:00:00,AUD,2004,Mining Services,"Potash, Soda, Borate",Materials,Metals & Mining,Other Mined Minerals,"Potash, Soda, Borate"
352,KLL AU Equity,KALIUM LAKES LTD,2019-06-30 00:00:00,AUD,2017,Energy,Exploration & Production,Energy,"Oil, Gas & Coal",Exploration & Production,#N/A
353,BRL AU Equity,BATHURST RESOURCES LTD,2019-06-30 00:00:00,AUD,2009,Iron Ore Mining,Metallurgical Coal,Materials,Iron & Steel,Steel Raw Material Suppliers,Metallurgical Coal
354,EGN AU Equity,ENGENCO LTD,2019-06-30 00:00:00,AUD,2007,Transport & Logistics,Support Services - Rail Transp,Industrials,Transportation & Logistics,Transport Support Services,Support Services - Rail Transp
355,ATU AU Equity,ATRUM COAL LTD,2019-12-31 00:00:00,AUD,2013,Energy,Coal Mining,Energy,"Oil, Gas & Coal",Coal Operations,Coal Mining
356,AMX AU Equity,AEROMETREX LTD,2019-06-30 00:00:00,AUD,2019,Commercial Services,Geophysical Survey & Map Svcs,Consumer Discretionary,Commercial Services,Other Commercial Services,Geophysical Survey & Map Svcs
357,GTN AU Equity,GTN LTD,2019-06-30 00:00:00,AUD,2016,Advertising,Advertising & Marketing,Communications,Media,Advertising & Marketing,#N/A
358,SOM AU Equity,SOMNOMED LTD,2019-06-30 00:00:00,AUD,2005,Medical Equipment & Devices,Surgical Appliances & Supplies,Health Care,Medical Equipment & Devices,Health Care Supplies,Surgical Appliances & Supplies
359,ALC AU Equity,ALCIDION GROUP LTD,2019-06-30 00:00:00,AUD,2011,Technology,Health Care Software,Technology,Software,Application Software,Specialty Software
360,TER AU Equity,TERRACOM LTD,2019-06-30 00:00:00,AUD,2011,Energy,Coal Operations,Energy,"Oil, Gas & Coal",Coal Operations,#N/A
361,RUL AU Equity,RPMGLOBAL HOLDINGS LTD,2019-06-30 00:00:00,AUD,2008,Technology,Technology Consulting,Technology,Technology Services,IT Services,IT Services - Commercial
362,PNR AU Equity,PANTORO LTD,2019-06-30 00:00:00,AUD,2004,Precious Metals,Gold Mining,Materials,Metals & Mining,Precious Metal Mining,Gold Mining
363,SNL AU Equity,SUPPLY NETWORK LTD,2019-06-30 00:00:00,AUD,2000,Discretionary Retail,Other Motor Vehicle Parts,Consumer Discretionary,Automotive,Auto Parts,Other Motor Vehicle Parts
364,PYC AU Equity,PYC THERAPEUTICS LTD,2019-06-30 00:00:00,AUD,2005,Pharmaceutical,Specialty Pharma,Health Care,Biotech & Pharma,Specialty Pharma,#N/A
365,QIP AU Equity,QANTM INTELLECTUAL PROPERTY,2019-06-30 00:00:00,AUD,2017,Commercial Services,Other Commercial Services,Consumer Discretionary,Commercial Services,Other Commercial Services,#N/A
366,A2B AU Equity,A2B AUSTRALIA LTD,2019-06-30 00:00:00,AUD,2000,Technology,Specialty Software,Technology,Software,Application Software,Specialty Software
367,GLL AU Equity,GALILEE ENERGY LTD,2019-06-30 00:00:00,AUD,2000,Energy,Coal - Surface & Underground,Energy,"Oil, Gas & Coal",Coal Operations,Coal Mining
368,SRG AU Equity,SRG GLOBAL LTD,2019-06-30 00:00:00,AUD,2008,Commercial Services,Infrastructure Construction,Industrials,Engineering & Construction Svcs,Infrastructure Construction,#N/A
369,FSA AU Equity,FSA GROUP LTD,2019-06-30 00:00:00,AUD,2001,Specialty Finance,Consumer Finance,Financials,Specialty Finance,Consumer Finance,#N/A
370,NCZ AU Equity,NEW CENTURY RESOURCES LTD,2019-06-30 00:00:00,AUD,2011,Energy,Gold Mining,Materials,Metals & Mining,Precious Metal Mining,Gold Mining
371,FID AU Equity,FIDUCIAN GROUP LTD,2019-06-30 00:00:00,AUD,2015,Asset Management,Financial Plan & Invst Advisory,Financials,Asset Management,Wealth Management,Financial Plan & Invst Advisory
372,CAJ AU Equity,CAPITOL HEALTH LTD,2019-06-30 00:00:00,AUD,2006,Health Care Facilities,Radiology & Diagnostic Imaging,Health Care,Health Care Facilities & Svcs,Health Care Services,Health Care Testing Services
373,MWY AU Equity,MIDWAY LTD,2019-06-30 00:00:00,AUD,2017,Industrials,Logging,Materials,Forest & Paper Products,Forestry & Logging,Logging
374,BSA AU Equity,BSA LTD,2019-06-30 00:00:00,AUD,2000,Industrials,Electrical Contractors,Industrials,Engineering & Construction Svcs,Building Sub Contractors,Mechanical Systems Contractors
375,RAP AU Equity,RESAPP HEALTH LTD,2019-06-30 00:00:00,AUD,2005,Technology,Health Care Software,Technology,Software,Application Software,Specialty Software
376,EZL AU Equity,EUROZ LTD,2019-06-30 00:00:00,AUD,2000,Institutional Financial Services,Institutional Brokerage,Financials,Institutional Financial Svcs,Institutional Brokerage,#N/A
377,VVA AU Equity,VIVA LEISURE LTD,2019-06-30 00:00:00,AUD,2019,Food & Leisure,Leisure Clubs & Facilities,Consumer Discretionary,Recreation Facilities & Svcs,Leisure Clubs & Facilities,#N/A
378,MML AU Equity,MEDUSA MINING LTD,2019-06-30 00:00:00,AUD,2004,Precious Metals,Gold Mining,Materials,Metals & Mining,Precious Metal Mining,Gold Mining
379,SLM AU Equity,SALMAT LTD,2019-06-30 00:00:00,AUD,2003,Technology,Business Process Outsourcing,Technology,Technology Services,IT Services,IT Services - Commercial
380,MRM AU Equity,MMA OFFSHORE LTD,2019-06-30 00:00:00,AUD,2000,Transport & Logistics,Marine Shipping,Industrials,Transportation & Logistics,Marine Shipping,#N/A
381,PCG AU Equity,PENGANA CAPITAL GROUP LTD,2019-06-30 00:00:00,AUD,2001,Asset Management,Investment Management,Financials,Asset Management,Investment Management,#N/A
382,SHJ AU Equity,SHINE JUSTICE LTD,2019-06-30 00:00:00,AUD,2013,Commercial Services,Legal Services,Consumer Discretionary,Commercial Services,Professional Services,Legal Services
383,WSP AU Equity,WHISPIR LTD,2019-06-30 00:00:00,AUD,2019,Technology,Software as a Service (SaaS),Technology,Software,Application Software,Specialty Software
384,CLH AU Equity,COLLECTION HOUSE LTD,2019-06-30 00:00:00,AUD,2001,Specialty Finance,Receivables Collection & Mgmt,Financials,Specialty Finance,Other Financial Services,Receivables Collection & Mgmt
385,MOC AU Equity,MORTGAGE CHOICE LTD,2019-06-30 00:00:00,AUD,2005,Specialty Finance,Mortgage Loan Brokers,Financials,Specialty Finance,Mortgage Finance,Mortgage Loan Brokers
386,HZN AU Equity,HORIZON OIL LTD,2019-06-30 00:00:00,AUD,2000,Energy,Exploration & Production,Energy,"Oil, Gas & Coal",Exploration & Production,#N/A
387,NTU AU Equity,NORTHERN MINERALS LTD,2019-06-30 00:00:00,AUD,2007,Precious Metals,Rare Earth,Materials,Metals & Mining,Other Mined Minerals,Rare Earth
388,EGG AU Equity,ENERO GROUP LTD,2019-06-30 00:00:00,AUD,2004,Advertising,Market Research & Consulting,Communications,Media,Advertising & Marketing,Advertising Agencies & Svcs
389,GGG AU Equity,GREENLAND MINERALS LTD,2019-12-31 00:00:00,AUD,2006,Precious Metals,Rare Earth,Materials,Metals & Mining,Other Mined Minerals,Rare Earth
390,RMY AU Equity,RMA GLOBAL LTD,2019-06-30 00:00:00,AUD,2019,Internet Based Services,Internet Based Services,Communications,Media,Internet Based Services,#N/A
391,CLQ AU Equity,CLEAN TEQ HOLDINGS LTD,2019-06-30 00:00:00,AUD,2008,Industrials,Water Purification Equipment,Industrials,Waste & Environ Svcs & Equip,Pollution Control Equipment,Water Purification Equipment
392,88E AU Equity,88 ENERGY LTD,2019-12-31 00:00:00,AUD,2000,Energy,Exploration & Production,Energy,"Oil, Gas & Coal",Exploration & Production,#N/A
393,COI AU Equity,COMET RIDGE LTD,2019-06-30 00:00:00,AUD,2004,Energy,Crude Oil & Natural Gas E&P,Energy,"Oil, Gas & Coal",Exploration & Production,Crude Oil & Natural Gas E&P
394,PGC AU Equity,PARAGON CARE LTD,2019-06-30 00:00:00,AUD,2000,Health Care Facilities,Medical Equip Distribution,Health Care,Health Care Facilities & Svcs,Health Care Supply Chain,Health Care Distribution
395,CDV AU Equity,CARDINAL RESOURCES LTD,2019-06-30 00:00:00,AUD,2012,Precious Metals,Gold Mining,Materials,Metals & Mining,Precious Metal Mining,Gold Mining
396,PBP AU Equity,PROBIOTEC LTD,2019-06-30 00:00:00,AUD,2007,Pharmaceutical,Specialty Pharma,Health Care,Biotech & Pharma,Specialty Pharma,#N/A
397,LTR AU Equity,LIONTOWN RESOURCES LTD,2019-06-30 00:00:00,AUD,2007,Base Metals,Base Metals,Materials,Metals & Mining,Base Metals,#N/A
398,AVG AU Equity,AUSTRALIAN VINTAGE LTD,2019-06-30 00:00:00,AUD,2000,Consumer Products,Vintners,Consumer Staples,Consumer Products,Beverages,Alcoholic Beverages
399,GSS AU Equity,GENETIC SIGNATURES LTD,2019-06-30 00:00:00,AUD,2015,Medical Equipment & Devices,In Vitro Diagnostics,Health Care,Medical Equipment & Devices,Life Science Equipment,In Vitro Diagnostics
400,DTC AU Equity,DAMSTRA HOLDINGS LTD,2019-06-30 00:00:00,AUD,2019,Technology,Cloud & Virtualization,Technology,Software,Infrastructure Software,Cloud & Virtualization
401,SXE AU Equity,SOUTHERN CROSS ELECTRICAL,2019-06-30 00:00:00,AUD,2008,Industrials,Electrical Contractors,Industrials,Engineering & Construction Svcs,Building Sub Contractors,Mechanical Systems Contractors
402,ONT AU Equity,1300 SMILES LTD,2019-06-30 00:00:00,AUD,2005,Health Care Facilities,Outpatient Care Centers,Health Care,Health Care Facilities & Svcs,Health Care Facilities,Specialty Facilities
403,BLY AU Equity,BOART LONGYEAR LTD,2019-12-31 00:00:00,AUD,2007,Mining Services,Metals Support Services,Materials,Metals & Mining,Mining Services,Metals Support Services
404,TGN AU Equity,TUNGSTEN MINING NL,2019-06-30 00:00:00,AUD,2013,Precious Metals,Other Mined Minerals,Materials,Metals & Mining,Other Mined Minerals,#N/A
405,RND AU Equity,RAND MINING LTD,2019-06-30 00:00:00,AUD,2000,Precious Metals,Gold Mining,Materials,Metals & Mining,Precious Metal Mining,Gold Mining
406,WGO AU Equity,WARREGO ENERGY LTD,2019-06-30 00:00:00,AUD,2008,Energy,Exploration & Production,Energy,"Oil, Gas & Coal",Exploration & Production,#N/A
407,CCV AU Equity,CASH CONVERTERS INTL LTD,2019-06-30 00:00:00,AUD,2000,Discretionary Retail,Discount Stores,Consumer Staples,Retail - Consumer Staples,Mass Merchants,Discount Stores
408,DWS AU Equity,DWS LTD,2019-06-30 00:00:00,AUD,2006,Technology,IT Services,Technology,Technology Services,IT Services,#N/A
409,IMU AU Equity,IMUGENE LTD,2019-06-30 00:00:00,AUD,2000,Biotechnology,Biotech,Health Care,Biotech & Pharma,Biotech,#N/A
410,EWC AU Equity,ENERGY WORLD CORP LTD,2019-06-30 00:00:00,AUD,2000,Utilities,Utility Networks,Utilities,Utilities,Utility Networks,#N/A
411,RDY AU Equity,READYTECH HOLDINGS LTD,2019-06-30 00:00:00,AUD,2019,Technology,Enterprise Software,Technology,Software,Application Software,Enterprise Software
412,CMP AU Equity,COMPUMEDICS LTD,2019-06-30 00:00:00,AUD,2001,Medical Equipment & Devices,Medication Monitor & Delivery,Health Care,Medical Equipment & Devices,Medical Equipment,Medication Monitor & Delivery
413,COG AU Equity,CONSOLIDATED OPERATIONS GROU,2019-06-30 00:00:00,AUD,2017,Asset Management,Investment Holding Companies,Financials,Asset Management,Investment Companies,Investment Holding Companies
414,EXP AU Equity,EXPERIENCE CO LTD,2019-06-30 00:00:00,AUD,2015,Travel,Travel Services,Consumer Discretionary,Recreation Facilities & Svcs,Leisure & Travel Services,Travel Services
415,CSV AU Equity,CSG LTD,2019-06-30 00:00:00,AUD,2007,Commercial Services,Printing Support,Consumer Discretionary,Commercial Services,Printing Services,Printing Support
416,PO3 AU Equity,PURIFLOH LTD,2019-06-30 00:00:00,AUD,2010,Industrials,Pollution Control Equipment,Industrials,Waste & Environ Svcs & Equip,Pollution Control Equipment,#N/A
417,PAL AU Equity,PALLA PHARMA LTD,2019-12-31 00:00:00,AUD,2015,Pharmaceutical,Specialty Pharma,Health Care,Biotech & Pharma,Specialty Pharma,#N/A
418,JRV AU Equity,JERVOIS MINING LTD,2019-06-30 00:00:00,AUD,2000,Precious Metals,Gold Mining,Materials,Metals & Mining,Precious Metal Mining,Gold Mining
419,BOC AU Equity,BOUGAINVILLE COPPER LTD,2019-12-31 00:00:00,AUD,2007,Base Metals,Copper Mining,Materials,Metals & Mining,Base Metals,Copper
420,REX AU Equity,REGIONAL EXPRESS HOLDINGS LT,2019-06-30 00:00:00,AUD,2006,Airlines,Regional Airline - Full Svc,Consumer Discretionary,Passenger Transportation,Airlines,Full Service Airline
421,MTO AU Equity,MOTORCYCLE HOLDINGS LTD,2019-06-30 00:00:00,AUD,2016,Discretionary Retail,Automotive Retailers,Consumer Discretionary,Retail - Discretionary,Automotive Retailers,#N/A
422,ANG AU Equity,AUSTIN ENGINEERING LTD,2019-06-30 00:00:00,AUD,2004,Industrials,Const & Mining Mach Parts & Svcs,Industrials,Machinery,Construction & Mining Machinery,Const & Mining Mach Parts & Svcs
423,ICQ AU Equity,ICAR ASIA LTD,2019-12-31 00:00:00,AUD,2012,Internet Based Services,Adv Rev - Automotive Web,Communications,Media,Internet Based Services,Automotive Web
424,KPT AU Equity,KANGAROO ISLAND PLANTATION T,2019-06-30 00:00:00,AUD,2014,Industrials,Timber Resources,Materials,Forest & Paper Products,Forestry & Logging,Timber Resources
425,M7T AU Equity,MACH7 TECHNOLOGIES LTD,2019-06-30 00:00:00,AUD,2006,Technology,Health Care Software,Technology,Software,Application Software,Specialty Software
426,TTT AU Equity,TITOMIC LTD,2019-06-30 00:00:00,AUD,2018,Industrials,Specialty Chemicals,Materials,Chemicals,Specialty Chemicals,#N/A
427,CUP AU Equity,COUNTPLUS LTD,2019-06-30 00:00:00,AUD,2011,Specialty Finance,Misc. Financial Services,Financials,Specialty Finance,Other Financial Services,Misc. Financial Services
428,SGH AU Equity,SLATER & GORDON LTD,2019-06-30 00:00:00,AUD,2007,Commercial Services,Lawyer Offices,Consumer Discretionary,Commercial Services,Professional Services,Legal Services
429,GNG AU Equity,GR ENGINEERING SERVICES LTD,2019-06-30 00:00:00,AUD,2011,Commercial Services,Engineering Services,Industrials,Engineering & Construction Svcs,Engineering Services,#N/A
430,CGR AU Equity,CML GROUP LTD,2019-06-30 00:00:00,AUD,2010,Commercial Services,Commercial Finance,Financials,Specialty Finance,Commercial Finance,#N/A
431,ARA AU Equity,ARIADNE AUSTRALIA LTD,2019-06-30 00:00:00,AUD,2000,Commercial Services,Parking Lots & Garages,Consumer Discretionary,Commercial Services,Other Commercial Services,Parking Lots & Garages
432,POS AU Equity,POSEIDON NICKEL LTD,2019-06-30 00:00:00,AUD,2000,Base Metals,Nickel Ore Mining,Materials,Metals & Mining,Base Metals,"Nickel, Lead & Zinc Ore"
433,AJM AU Equity,ALTURA MINING LTD,2019-06-30 00:00:00,AUD,2001,Mining Services,Lithium,Materials,Metals & Mining,Other Mined Minerals,Lithium
434,3PL AU Equity,3P LEARNING LTD,2019-06-30 00:00:00,AUD,2015,Consumer Services,Educational Services,Consumer Discretionary,Consumer Services,Educational Services,#N/A
435,MSV AU Equity,MITCHELL SERVICES LTD,2019-06-30 00:00:00,AUD,2012,Mining Services,Coal Support Services,Materials,Metals & Mining,Mining Services,Coal Support Services
436,HAS AU Equity,HASTINGS TECHNOLOGY METALS L,2019-06-30 00:00:00,AUD,2008,Precious Metals,Rare Earth,Materials,Metals & Mining,Other Mined Minerals,Rare Earth
437,DCG AU Equity,DECMIL GROUP LTD,2019-06-30 00:00:00,AUD,2006,Industrials,Relay & Industrial Control,Industrials,Machinery,Factory Automation Equipment,Relay & Industrial Control
438,EEG AU Equity,EMPIRE ENERGY GROUP LTD,2019-12-31 00:00:00,AUD,2000,Energy,Crude Oil & Natural Gas E&P,Energy,"Oil, Gas & Coal",Exploration & Production,Crude Oil & Natural Gas E&P
439,A4N AU Equity,ALPHA HPA LTD,2019-06-30 00:00:00,AUD,2008,Base Metals,Base Metals,Materials,Metals & Mining,Base Metals,#N/A
440,MRC AU Equity,MINERAL COMMODITIES LTD,2019-12-31 00:00:00,AUD,2000,Precious Metals,Precious Metal Mining,Materials,Metals & Mining,Precious Metal Mining,#N/A
441,TLG AU Equity,TALGA RESOURCES LTD,2019-06-30 00:00:00,AUD,2011,Precious Metals,Gold Mining,Materials,Metals & Mining,Precious Metal Mining,Gold Mining
442,AYS AU Equity,AMAYSIM AUSTRALIA LTD,2019-06-30 00:00:00,AUD,2016,Telecommunications,Wireless Telecom Services,Communications,Telecom,Telecom Carriers,Wireless Telecom Services
443,PNC AU Equity,PIONEER CREDIT LTD,2019-06-30 00:00:00,AUD,2014,Specialty Finance,Other Financial Services,Financials,Specialty Finance,Other Financial Services,#N/A
444,G1A AU Equity,GALENA MINING LTD,2019-06-30 00:00:00,AUD,2018,Base Metals,Base Metals,Materials,Metals & Mining,Base Metals,#N/A
445,CXL AU Equity,CALIX LTD,2019-06-30 00:00:00,AUD,2019,Industrials,Other Chemicals & Minerals,Materials,Metals & Mining,Other Mined Minerals,Other Chemicals & Minerals
446,BCN AU Equity,BEACON MINERALS LTD,2019-06-30 00:00:00,AUD,2007,Precious Metals,Gold Mining,Materials,Metals & Mining,Precious Metal Mining,Gold Mining
447,ELX AU Equity,ELLEX MEDICAL LASERS LTD,2019-06-30 00:00:00,AUD,2000,Medical Equipment & Devices,Cardiovascular Devices,Health Care,Medical Equipment & Devices,Medical Devices,Cardiovascular Devices
448,LNG AU Equity,LIQUEFIED NATURAL GAS LTD,2019-06-30 00:00:00,AUD,2005,Energy,Liquefied Natural Gas (LNG),Energy,"Oil, Gas & Coal",Midstream - Oil & Gas,Liquefied Natural Gas (LNG)
449,CSD AU Equity,CONSOLIDATED TIN MINES LTD,2019-06-30 00:00:00,AUD,2008,Base Metals,Other Metals,Materials,Metals & Mining,Base Metals,Other Metals
450,OBM AU Equity,ORA BANDA MINING LTD,2019-06-30 00:00:00,AUD,2004,Mining Services,Mining Services,Materials,Metals & Mining,Mining Services,#N/A
451,VAN AU Equity,VANGO MINING LTD,2019-06-30 00:00:00,AUD,2005,Precious Metals,Precious Metal Mining,Materials,Metals & Mining,Precious Metal Mining,#N/A
