Num,Ticker,Name,Data FX,FY 2000,FY 2001,FY 2002,FY 2003,FY 2004,FY 2005,FY 2006,FY 2007,FY 2008,FY 2009,FY 2010,FY 2011,FY 2012,FY 2013,FY 2014,FY 2015,FY 2016,FY 2017,FY 2018,FY 2019,FY 2020,FY 2021,,,,,,,
87,SDF AU Equity,STEADFAST GROUP LTD,AUD,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0.5,4.281,-16.432,16.924,50.657,89.899,92.147,112.606,136.782,-3.634,#N/A,,,,,,,
88,PMV AU Equity,PREMIER INVESTMENTS LTD,AUD,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,94.617,79.453,44.368,80.389,232.355,81.097,99.784,126.692,123.774,111.017,136.79,191.929,#N/A,,,,,,,
89,NHF AU Equity,NIB HOLDINGS LTD,AUD,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,69.477,49.228,-5.359,31.595,86.966,91.916,95.657,98.042,101.913,113.014,137.67,179.5,199.1,221.7,138.7,#N/A,,,,,,,
90,BKW AU Equity,BRICKWORKS LTD,AUD,36.765,25.644,34.961,50.329,80.272,-18.108,94.849,90.833,56.18,-20.4,48.77,21.432,-35.638,35.288,50.351,26.637,-13.385,83.124,47.961,112.152,-58.926,#N/A,,,,,,,
91,PDL AU Equity,PENDAL GROUP LTD,AUD,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,32.0336,24.271,35.979,30.619,33.386,74.772,162.033,164.461,183.638,193.628,263.641,202.208,#N/A,#N/A,,,,,,,
92,IFL AU Equity,IOOF HOLDINGS LTD,AUD,#N/A,#N/A,#N/A,24.342,30.045,40.466,51.613,57.839,16.383,17.978,98.146,142.725,95.879,122.065,152.159,184.187,192.049,188.838,170.64,-35.453,77.279,#N/A,,,,,,,
93,APX AU Equity,APPEN LTD,AUD,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,2.8,6.598,4.457,12.753,16.329,19.409,59.255,58.781,#N/A,#N/A,,,,,,,
94,WHC AU Equity,WHITEHAVEN COAL LTD,AUD,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,6.763,-30.847,72.56,366.782,171.999,33.746,26.012,-78.902,-4.177,-418.224,93.748,525.379,794.965,779.125,84.874,#N/A,,,,,,,
95,PTM AU Equity,PLATINUM ASSET MANAGEMENT,AUD,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,301.704,297.841,239.888,181.412,198.392,213.756,179.448,183.169,261.045,301.55,284.448,260.842,259.113,225.498,213.582,#N/A,,,,,,,
96,TNE AU Equity,TECHNOLOGY ONE LTD,AUD,8.152,9.474,10.587,9.107,12.088,14.551,15.172,18.659,22.238,19.653,22.41,25.697,29.464,33.815,38.694,45.032,51.649,57.339,24.493,75.781,#N/A,#N/A,,,,,,,
97,APE AU Equity,AP EAGERS LTD,AUD,8.022,14.333,12.564,20.3,58.908,30.525,30.534,56.823,66.054,69.182,63.58,82.697,96.362,96.755,106.224,125.153,145.047,144.005,169.069,246.783,#N/A,#N/A,,,,,,,
98,MTS AU Equity,METCASH LTD,AUD,50.441,77.686,98.719,136.975,162.483,185.783,222.792,229.259,341.3,374.4,393.2,424.9,441.2,444.4,385.5,294.2,268.3,294,334,325.3,329.6,#N/A,,,,,,,
99,PME AU Equity,PRO MEDICUS LTD,AUD,4.986,5.995,6.51,6.048,5.725,7.158,7.9879999999999995,9.121,10.754,5.813,5.033,-0.409,0.141,-5.678,2.273,3.376,9.53,14.167,15.901,26.449,29.585,#N/A,,,,,,,
100,IRE AU Equity,IRESS LTD,AUD,14.124,16.985,14.318,21.755,24.024,29.701,35.126,38.573,47.928,51.911,64.705,59.154,56.625,43.383,72.844,76.36,83.112,82.31,91.548,96.62,#N/A,#N/A,,,,,,,
101,BRG AU Equity,BREVILLE GROUP LTD,AUD,17.082,15.693999999999999,27.786,32.657,39.314,31.851,29.189,25.836,30.062,25.468,34.177,46.169,65.398,71.725,71.041,70.573,73.894,79.365,87.431,96.729,100.632,#N/A,,,,,,,
