Num,Ticker,Name,Data FX,FY 2002,FY 2003,FY 2004,FY 2005,FY 2006,FY 2007,FY 2008,FY 2009,FY 2010,FY 2011,FY 2012,FY 2013,FY 2014,FY 2015,FY 2016,FY 2017,FY 2018,FY 2019,FY 2020,FY 2021,FY 2022,FY 2023,,,,,,,
67,AZJ AU Equity,AURIZON HOLDINGS LTD,AUD,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,-215.1,-86.4,-180.6,-199.9,-346,-396,-529.29999999999995,-551.9,-462.1,-487.6,-513.79999999999995,-528.79999999999995,-458.3,-329,,,,,,,
68,WHC AU Equity,WHITEHAVEN COAL LTD,AUD,#N/A,#N/A,#N/A,#N/A,-9.5,-2.5,-2.5,-16.841000000000001,-42.402999999999999,-30.117000000000001,-272.26499999999999,-29.375,0,0,0,0,-188.05199999999999,-464.85399999999998,-312.197,0,-79.793999999999997,-638.80100000000004,,,,,,,
69,AKE AU Equity,ALLKEM LTD,AUD,#N/A,#N/A,#N/A,#N/A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-5.5086000000000004,,,,,,,
70,NXT AU Equity,NEXTDC LTD,AUD,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,
71,IEL AU Equity,IDP EDUCATION LTD,AUD,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,-22,-33.048999999999999,-39,-48,-31.286999999999999,-35.040999999999997,-47.072000000000003,-19.082999999999998,-64.25,-37.575000000000003,-96.025999999999996,,,,,,,
72,SDF AU Equity,STEADFAST GROUP LTD,AUD,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,-1.7170000000000001,-0.16800000000000001,-8.0139999999999993,-18.053000000000001,-31.385000000000002,-46.485999999999997,-55.195,-62.649000000000001,-68.036000000000001,-61.3,-107.9,-131.4,,,,,,,
73,IPL AU Equity,INCITEC PIVOT LTD,AUD,#N/A,-24.478000000000002,-16.902000000000001,-70.52,-41.9,-75.599999999999994,-219.3,-237.4,-18.3,-151.4,-187.3,-203.6,-85.1,-96.4,-194,-153.5,-157.4,-121.7,-30.7,-19.399999999999999,-355.4,#N/A,,,,,,,
74,ALU AU Equity,ALTIUM LTD,AUD,-3.944,-1.796,-1.7609999999999999,0,0,-3.5219999999999998,0,-1.5803,0,0,0,-8.8584999999999994,-13.955,-19.091899999999999,-24.218499999999999,-27.579899999999999,-33.081400000000002,-39.343499999999999,-50.1708,-50.3339,-55.318600000000004,-67.387699999999995,,,,,,,
75,ALQ AU Equity,ALS LTD,AUD,-8.81,-9.6999999999999993,-9.1720000000000006,-10.477,-14.252000000000001,-18.837,-24.951000000000001,-37.549999999999997,-32.819000000000003,-45.415999999999997,-115.6,-102.1,-99.7,-77.900000000000006,-72,-58,-80.8,-98,-112,-71.3,-131.30000000000001,-176.6,,,,,,,
76,CWY AU Equity,CLEANAWAY WASTE MANAGEMENT L,AUD,#N/A,0,0,0,-20.515000000000001,-23.815000000000001,-48.128,-29.620999999999999,0,0,0,-17.100000000000001,-15.4,-34.799999999999997,-21,-23.6,-32.9,-55,-69.400000000000006,-82.6,-94,-102.9,,,,,,,
77,BLD AU Equity,BORAL LTD,AUD,-80.900000000000006,-86.5,-105.5,-131.1,-136.9,-148.19999999999999,-163.30000000000001,-93.9,-42.4,-47.9,-52.1,-35.5,-57.1,-129.1,-154.19999999999999,-226.2,-287.2,-316.5,-158.30000000000001,0,-77.2,0,,,,,,,
78,BEN AU Equity,BENDIGO AND ADELAIDE BANK,AUD,-20.843,-23.359000000000002,-28.7,-36.5,-48.1,-57,-94.9,-142.19999999999999,-99.5,-177.4,-149.69999999999999,-166.1,-211.5,-247.8,-237.8,-217.2,-251.8,-288.7,-277.39999999999998,-105.3,-213.7,-290.7,,,,,,,
79,JBH AU Equity,JB HI-FI LTD,AUD,0,0,-13.688000000000001,-7.3929999999999998,-7.4279999999999999,-9.3859999999999992,-16.913,-33.216999999999999,-67.082999999999998,-88.411000000000001,-77.031000000000006,-65.263000000000005,-77.183000000000007,-87.174000000000007,-93.204999999999998,-119.1,-151.6,-157.4,-172.3,-310.2,-310.2,-382.7,,,,,,,
80,NHC AU Equity,NEW HOPE CORP LTD,AUD,-4.6020000000000003,-2.3010000000000002,-5.3109999999999999,-32.076999999999998,-144.005,-73.549000000000007,-62.661000000000001,-131.803,-679.65,-197.18,-215.87100000000001,-257.46600000000001,-132.928,-78.944000000000003,-66.483999999999995,-49.863999999999997,-99.738,-133.00200000000001,-124.756,-33.298000000000002,-307.97199999999998,-839.12,,,,,,,
81,TNE AU Equity,TECHNOLOGY ONE LTD,AUD,-5.4269999999999996,-6.1639999999999997,-8.2110000000000003,-8.9710000000000001,-9.2430000000000003,-10.486000000000001,-4.9909999999999997,-9.9580000000000002,-12.614000000000001,-17.669,-19.117999999999999,-16.100000000000001,-17.782,-25.867999999999999,-27.957999999999998,-30.37,-33.002000000000002,-35.85,-38.988,-42.503999999999998,-46.127000000000002,#N/A,,,,,,,
82,QUB AU Equity,QUBE HOLDINGS LTD,AUD,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,-6.8109999999999999,-13.15,-28.756,-30.416,-32.201999999999998,-41.106000000000002,-44.8,-57.4,-84.1,-134.5,-88.9,-69.5,-107,-136.80000000000001,,,,,,,
